<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20171028,985,1005,979,1000,80805635
20171029,1001,1019,990,1002,42752316
20171030,1005,1043,1005,1019,35808257
20171031,1018,1070,1017,1063,58473101
20171101,1060,1102,1033,1100,81025310
20171104,1101,1102,1075,1090,20727261
20171105,1075,1124,1060,1100,37771648
20171106,1101,1119,1070,1100,32326446
20171107,1092,1092,1060,1062,27209076
20171108,1063,1089,1051,1068,35953566
20171111,1070,1088,1057,1060,65194115
20171112,1060,1064,1046,1055,20795787
20171113,1073,1081,1045,1060,27029722
20171114,1070,1083,1049,1065,23897067
20171115,1050,1060,1034,1059,27229318
20171118,1038,1054,1035,1037,16252181
20171120,1040,1047,1009,1016,51140900
20171121,1019,1019,1000,1003,35416043
20171122,1003,1030,1003,1013,33415873
20171125,1013,1052,1013,1026,27655914
20171126,1021,1048,1007,1012,20301364
20171128,1020,1023,1003,1007,40824436
20171129,1004,1020,1004,1010,20452044
20171202,1018,1019,1005,1008,17768048
20171203,1005,1030,1005,1014,12430576
20171204,1016,1018,1003,1008,17059703
20171205,1009,1033,1004,1008,29377438
20171209,1012,1050,1012,1041,41891641
20171210,1049,1054,1026,1029,25347152
20171211,1030,1084,1027,1050,69557495
20171212,1065,1078,1037,1040,52035868
20171213,1038,1047,1016,1023,54952946
20171216,1020,1040,1015,1015,42459976
20171217,1017,1048,1014,1025,53660274
20171218,1025,1067,1024,1055,80457474
20171219,1057,1080,1037,1040,52010463
20171220,1050,1050,1031,1039,26642504
20171223,1045,1059,1035,1043,27857799
20171224,1043,1061,1043,1051,32881324
20171225,1049,1050,1000,1010,122235637
20171226,1024,1027,1015,1017,36457583
20171227,1020,1038,1014,1024,24076995
20171230,1015,1016,987,1001,57477061
20171231,981,990,950,956,120843207
20180101,941,993,941,975,35903635
20180102,980,985,953,956,41158208
20180103,969,972,933,967,67758836
20180106,972,986,966,972,17791641
20180107,973,981,962,972,31944032
20180108,970,980,954,960,33233048
20180109,963,963,941,943,26510694
20180110,944,970,930,953,28418796
20180113,980,982,956,960,28896126
20180114,955,967,940,948,23469522
20180115,950,951,932,939,31569454
20180116,937,950,932,936,30477252
20180117,940,959,933,949,57038222
20180120,945,957,928,930,36133343
20180121,911,915,891,891,55023663
20180122,870,890,864,871,78022558
20180123,870,887,869,875,30993485
20180124,880,881,864,866,29336659
20180127,870,899,856,879,27857423
20180128,873,890,865,867,18194188
20180129,867,870,855,867,20768842
20180130,864,875,855,864,16074294
20180131,870,870,847,849,31092196
20180203,860,860,837,844,20405408
20180204,840,855,840,851,17728188
20180205,855,889,850,866,29262101
20180206,874,884,851,868,18561661
20180207,868,877,856,862,16917915
20180212,896,940,896,919,58288050
20180213,929,929,878,883,32063213
20180214,896,900,873,875,25101209
20180217,880,910,875,878,27541237
20180218,882,889,870,870,20680407
20180219,869,879,864,865,11776841
20180221,870,898,870,888,27128396
20180224,890,930,890,900,54006652
20180225,905,915,880,885,33217780
20180226,882,900,882,885,21293728
20180227,887,899,878,883,14651828
20180228,898,919,884,899,32375369
20180303,906,929,906,910,39305420
20180304,922,925,895,912,36790054
20180305,917,921,882,885,27089299
20180306,885,888,866,873,19511635
20180307,863,880,860,869,15621090
20180310,870,879,860,860,19789679
20180311,855,860,835,847,20180533
20180312,844,860,835,845,18044989
20180313,850,860,839,847,17165462
20180314,860,861,836,840,17238424
20180317,845,849,835,844,12331680
20180318,835,865,835,850,15816221
20180319,850,867,850,860,9621433
20180325,854,860,840,842,5666758
20180326,845,845,838,838,10507619
20180327,837,842,820,825,17637951
20180328,822,845,820,840,19202272
20180403,831,849,826,829,12626271
20180404,842,842,824,829,12989921
20180407,829,830,814,814,23114143
20180408,814,825,789,790,34071356
20180409,799,799,758,758,55404991
20180410,800,803,788,802,38775916
20180411,800,800,760,766,23405505
20180415,760,783,753,760,19861975
20180416,757,800,757,778,11636855
20180417,781,781,763,770,9967440
20180418,770,779,765,774,9702819
20180421,778,781,770,771,10518216
20180422,777,778,755,764,11156710
20180423,765,770,740,740,19321727
20180424,743,763,743,750,24607747
20180425,747,753,730,734,28974501
20180428,734,734,711,719,18601647
20180429,718,725,710,711,15182054
20180430,720,725,712,714,10889101
20180501,715,747,710,730,51460804
20180505,730,749,720,724,15084340
20180506,738,738,714,718,11997719
20180507,718,740,717,740,13915377
20180508,736,762,733,760,50162775
20180509,751,760,721,730,59653157
20180512,730,765,719,739,20631272
20180513,737,780,737,780,56144994
20180514,793,810,784,810,39041752
20180515,843,848,810,811,92578026
20180516,819,824,793,799,41041788
20180519,806,828,785,802,31644592
20180520,802,825,796,797,19533057
20180528,750,767,744,757,32340489
20180529,759,759,730,732,28324076
20180530,728,760,726,730,34196240
20180602,727,744,711,715,37849443
20180603,720,725,713,721,37775715
20180609,714,714,684,684,66222874
20180610,670,692,670,670,28644672
20180611,694,700,685,688,32663200
20180612,699,716,690,708,25293376
20180613,720,742,715,742,69060632
20180617,778,778,778,778,13968086
20180618,816,816,778,778,202727247
20180619,788,825,770,779,83143879
20180620,794,833,780,833,170843773
20180623,858,858,858,858,51133314
20180624,900,900,861,900,260497572
20180625,902,916,852,880,189461259
20180626,887,891,843,843,109339433
20180627,840,885,813,818,89712693
20180630,823,869,823,831,51860251
